Recipe,URL
Egyptian Meatballs,http://allrecipes.com/recipe/255139/egyptian-meatballs
"Le Marriage, Alfredo Algerie",http://allrecipes.com/recipe/88146/le-marriage-alfredo-algerie
Fried Cauliflower (Egyptian Style),http://allrecipes.com/recipe/229374/fried-cauliflower-egyptian-style
The Perfect Egyptian Rice with Vermicelli,http://allrecipes.com/recipe/255137/the-perfect-egyptian-rice-with-vermicelli
B'stilla,http://allrecipes.com/recipe/15566/bstilla
El Mestouk,http://allrecipes.com/recipe/153735/el-mestouk
Arabic Green Beans with Beef,http://allrecipes.com/recipe/160202/arabic-green-beans-with-beef
Kifta,http://allrecipes.com/recipe/90229/kifta
Spicy Chickpea Tagine,http://allrecipes.com/recipe/245152/spicy-chickpea-tagine
Algerian Carrots,http://allrecipes.com/recipe/99244/algerian-carrots
Egyptian Rose Leaves,http://allrecipes.com/recipe/11251/egyptian-rose-leaves
Moroccan Black-Eyed Peas (Cowpeas),http://allrecipes.com/recipe/237350/moroccan-black-eyed-peas-cowpeas
Lamb Chops with Preserved Lemon (Moroccan Style),http://allrecipes.com/recipe/149756/lamb-chops-with-preserved-lemon-moroccan-style
Moroccan Chicken with Saffron and Preserved Lemon,http://allrecipes.com/recipe/246488/moroccan-chicken-with-saffron-and-preserved-lemon
North African Beef and Brown Rice,http://allrecipes.com/recipe/230751/north-african-beef-and-brown-rice
Algerian Kefta (Meatballs),http://allrecipes.com/recipe/153790/algerian-kefta-meatballs
Make-Ahead Vegetarian Moroccan Stew,http://allrecipes.com/recipe/217109/make-ahead-vegetarian-moroccan-stew
Marrakesh Vegetable Curry,http://allrecipes.com/recipe/13988/marrakesh-vegetable-curry
Moroccan Shabbat Fish,http://allrecipes.com/recipe/213243/moroccan-shabbat-fish
Magpie's Easy Falafel Cakes,http://allrecipes.com/recipe/143113/magpies-easy-falafel-cakes
Allrecipes Magazine,https://secure.allrecipesmagazine.com/order/?containerName=i71vtar01&psrc=I701TRDW398DFA&internalSource=marketcard&referringId=17582&referringContentType=recipe%20hub&clickId=cardslot%202
Tunisian Kaftaji,http://allrecipes.com/recipe/215281/tunisian-kaftaji
Tunisian Soup,http://allrecipes.com/recipe/255439/tunisian-soup
Diced Lamb with Roasted Vegetables and Couscous,http://allrecipes.com/recipe/143131/diced-lamb-with-roasted-vegetables-and-couscous
Lamb Merguez Sausage Patties,http://allrecipes.com/recipe/229728/lamb-merguez-sausage-patties
Tunisian Lamb with Saffron (Keleya Zaara),http://allrecipes.com/recipe/162193/tunisian-lamb-with-saffron-keleya-zaara
Refreshing Lentil Salad,http://allrecipes.com/recipe/215280/refreshing-lentil-salad
Matbucha,http://allrecipes.com/recipe/214808/matbucha
Cold Roasted Moroccan Spiced Salmon,http://allrecipes.com/recipe/110025/cold-roasted-moroccan-spiced-salmon
Moroccan Meat Cigars,http://allrecipes.com/recipe/169523/moroccan-meat-cigars
