Recipe,URL
Beef Samosas,http://allrecipes.com/recipe/24871/beef-samosas
Coconut Tofu Keema,http://allrecipes.com/recipe/104820/coconut-tofu-keema
Absolutely Perfect Palak Paneer,http://allrecipes.com/recipe/20312/absolutely-perfect-palak-paneer
Indian Curried Barley Pilaf,http://allrecipes.com/recipe/189305/indian-curried-barley-pilaf
Indian Saffron Rice,http://allrecipes.com/recipe/24709/indian-saffron-rice
Chicken Korma II,http://allrecipes.com/recipe/68473/chicken-korma-ii
Chole Saag,http://allrecipes.com/recipe/149027/chole-saag
Authentic Chicken Tikka Masala,http://allrecipes.com/recipe/228446/authentic-chicken-tikka-masala
Red Lentil Curry,http://allrecipes.com/recipe/16641/red-lentil-curry
Murgh Makhani (Indian Butter Chicken),http://allrecipes.com/recipe/212722/murgh-makhani-indian-butter-chicken
Spicy Indian Chicken and Mango Curry,http://allrecipes.com/recipe/105553/spicy-indian-chicken-and-mango-curry
Easy Curried Cauliflower,http://allrecipes.com/recipe/160185/easy-curried-cauliflower
Authentic and Easy Shrimp Curry,http://allrecipes.com/recipe/93597/authentic-and-easy-shrimp-curry
Delightful Indian Coconut Vegetarian Curry in the Slow Cooker,http://allrecipes.com/recipe/214900/delightful-indian-coconut-vegetarian-curry-in-the-slow-cooker
Butter Lamb Gravy,http://allrecipes.com/recipe/150812/butter-lamb-gravy
Indian Shrimp Curry,http://allrecipes.com/recipe/205544/indian-shrimp-curry
Naan,http://allrecipes.com/recipe/14565/naan
Indian Chickpeas,http://allrecipes.com/recipe/46372/indian-chickpeas
Indian Stir-Fried Shrimp in Cream Sauce (Bhagari Jhinga),http://allrecipes.com/recipe/55177/indian-stir-fried-shrimp-in-cream-sauce-bhagari-jhinga
Easy Chicken Korma,http://allrecipes.com/recipe/55291/easy-chicken-korma
Raita,http://allrecipes.com/recipe/14437/raita
Chicken Tikka Masala,http://allrecipes.com/recipe/45736/chicken-tikka-masala
Keema (Indian-Style Ground Meat),http://allrecipes.com/recipe/44445/keema-indian-style-ground-meat
Makhani Chicken (Indian Butter Chicken),http://allrecipes.com/recipe/24782/makhani-chicken-indian-butter-chicken
Easy Indian Style Okra,http://allrecipes.com/recipe/74153/easy-indian-style-okra
Tandoori Chicken II,http://allrecipes.com/recipe/28011/tandoori-chicken-ii
Indian Cauliflower,http://allrecipes.com/recipe/14109/indian-cauliflower
Mulligatawny Soup II,http://allrecipes.com/recipe/13145/mulligatawny-soup-ii
Vegetarian Chickpea Curry with Turnips,http://allrecipes.com/recipe/161381/vegetarian-chickpea-curry-with-turnips
Indian Chicken Curry (Murgh Kari),http://allrecipes.com/recipe/212721/indian-chicken-curry-murgh-kari
Mango Lassi II,http://allrecipes.com/recipe/32620/mango-lassi-ii
Indian Naan II,http://allrecipes.com/recipe/7021/indian-naan-ii
Easy Garam Masala,http://allrecipes.com/recipe/142967/easy-garam-masala
Indian Style Basmati Rice,http://allrecipes.com/recipe/72349/indian-style-basmati-rice
Chana Masala (Savory Indian Chick Peas),http://allrecipes.com/recipe/236564/chana-masala-savory-indian-chick-peas
Curried Chicken and Brown Rice Casserole,http://allrecipes.com/recipe/82813/curried-chicken-and-brown-rice-casserole
Indian Dahl with Spinach,http://allrecipes.com/recipe/21459/indian-dahl-with-spinach
Alicia's Aloo Gobi,http://allrecipes.com/recipe/151997/alicias-aloo-gobi
Sherry Chicken Curry,http://allrecipes.com/recipe/20718/sherry-chicken-curry
Easy Indian Butter Chicken,http://allrecipes.com/recipe/141169/easy-indian-butter-chicken
Baingan Bharta (Eggplant Curry),http://allrecipes.com/recipe/47564/baingan-bharta-eggplant-curry
Gobi Aloo (Indian Style Cauliflower with Potatoes),http://allrecipes.com/recipe/55641/gobi-aloo-indian-style-cauliflower-with-potatoes
Moong Dal,http://allrecipes.com/recipe/20350/moong-dal
Indian Relish,http://allrecipes.com/recipe/24180/indian-relish
Cod Curry,http://allrecipes.com/recipe/85644/cod-curry
Banana Chai Bread,http://allrecipes.com/recipe/7175/banana-chai-bread
Indian Chapati Bread,http://allrecipes.com/recipe/85469/indian-chapati-bread
Kulfi,http://allrecipes.com/recipe/19834/kulfi
Coconut Rice,http://allrecipes.com/recipe/46607/coconut-rice
How to Make Saag Paneer,http://allrecipes.com/video/1300/how-to-make-saag-paneer?internalSource=videocard&referringId=233&referringContentType=recipe%20hub&clickId=cardslot%2017
Potato Chapati Bread,http://allrecipes.com/recipe/213233/potato-chapati-bread
Saffron Rice,http://allrecipes.com/recipe/59280/saffron-rice
Spicy Indian Chicken Curry Yummy,http://allrecipes.com/recipe/52678/spicy-indian-chicken-curry-yummy
Carrot Rice,http://allrecipes.com/recipe/17971/carrot-rice
Cholay (Curried Chickpeas),http://allrecipes.com/recipe/67767/cholay-curried-chickpeas
Indian Fish Curry,http://allrecipes.com/recipe/213238/indian-fish-curry
Kheer (Rice Pudding),http://allrecipes.com/recipe/74203/kheer-rice-pudding
Indian Chicken Curry I,http://allrecipes.com/recipe/20036/indian-chicken-curry-i
Paneer,http://allrecipes.com/recipe/73715/paneer
Bombay Chicken and Rice,http://allrecipes.com/recipe/94552/bombay-chicken-and-rice
Chicken Stew With Coconut Milk,http://allrecipes.com/recipe/78008/chicken-stew-with-coconut-milk
Aloo Matar,http://allrecipes.com/recipe/52232/aloo-matar
Evin's Indian Apricot Chicken,http://allrecipes.com/recipe/157010/evins-indian-apricot-chicken
Tofu Keema,http://allrecipes.com/recipe/43805/tofu-keema
Allrecipes Magazine,https://secure.allrecipesmagazine.com/order/?containerName=i71vtar01&psrc=I701TRDW398DFA&internalSource=marketcard&referringId=233&referringContentType=recipe%20hub&clickId=cardslot%2010
Irish Recipes for St. Paddy's Day,
Indian Style Sheekh Kabab,http://allrecipes.com/recipe/33252/indian-style-sheekh-kabab
Make This Holiday Buffet Ahead of Time,
Cucumber Raita,http://allrecipes.com/recipe/105046/cucumber-raita
Grilled Chicken Thighs Tandoori,http://allrecipes.com/recipe/86828/grilled-chicken-thighs-tandoori
Spicy Indian (Gujarati) Green Beans,http://allrecipes.com/recipe/75087/spicy-indian-gujarati-green-beans
Indian Tomato Chicken,http://allrecipes.com/recipe/17449/indian-tomato-chicken
Curried Mango Chicken,http://allrecipes.com/recipe/176909/curried-mango-chicken
Keema Aloo (Ground Beef and Potatoes),http://allrecipes.com/recipe/231026/keema-aloo-ground-beef-and-potatoes
Spicy Sweet Potato Salad,http://allrecipes.com/recipe/18298/spicy-sweet-potato-salad
Mulligatawny Soup I,http://allrecipes.com/recipe/13087/mulligatawny-soup-i
Chef John's Chicken Tikka Masala,http://allrecipes.com/recipe/239867/chef-johns-chicken-tikka-masala
Slow Cooker Butter Chicken,http://allrecipes.com/recipe/174543/slow-cooker-butter-chicken
Vegetarian Korma,http://allrecipes.com/recipe/60598/vegetarian-korma
