Recipe,URL
Portuguese Fresh Tuna (Sauce and Marinade),http://allrecipes.com/recipe/86342/portuguese-fresh-tuna-sauce-and-marinade
Portuguese Soup,http://allrecipes.com/recipe/25736/portuguese-soup
Portuguese Bean Soup,http://allrecipes.com/recipe/80285/portuguese-bean-soup
Portuguese Favas,http://allrecipes.com/recipe/25361/portuguese-favas
Portuguese Muffins - Bolo Levedo,http://allrecipes.com/recipe/33121/portuguese-muffins---bolo-levedo
"Portuguese Chourico, Beans, and Rice",http://allrecipes.com/recipe/215664/portuguese-chourico-beans-and-rice
Beefs Portuguese Style,http://allrecipes.com/recipe/40286/beefs-portuguese-style
Portuguese Sweet Bread II,http://allrecipes.com/recipe/7235/portuguese-sweet-bread-ii
Queijadas,http://allrecipes.com/recipe/27183/queijadas
Portuguese Sopas,http://allrecipes.com/recipe/245822/portuguese-sopas-
Portuguese Lemon Bavarois,http://allrecipes.com/recipe/24686/portuguese-lemon-bavarois
Portuguese Burnt Sugar Candy,http://allrecipes.com/recipe/34183/portuguese-burnt-sugar-candy
Chourico Stew,http://allrecipes.com/recipe/53959/chourico-stew
Captain Duarte's Salt Cod Cakes,http://allrecipes.com/recipe/212778/captain-duartes-salt-cod-cakes
Portuguese Shrimp,http://allrecipes.com/recipe/257245/portuguese-shrimp
Espiros Dois (II),http://allrecipes.com/recipe/85105/espiros-dois-ii
Portuguese Sweet Bread IV,http://allrecipes.com/recipe/20169/portuguese-sweet-bread-iv
Mike's Portuguese Tuna Rice Casserole,http://allrecipes.com/recipe/185017/mikes-portuguese-tuna-rice-casserole
Portuguese Pork and Clams,http://allrecipes.com/recipe/15852/portuguese-pork-and-clams
Portuguese Bread French Toast,http://allrecipes.com/recipe/14076/portuguese-bread-french-toast
